Trip ID,Pickup Date,Vehicle,Payment_type,Sumpass,Sum trip,book value,Location,total Bookings,pick hour
26403,2024-06-09 00:00:00,UberX,Uber Pay,5,5.72,$21.5,Gramercy,1.0,16
26404,2024-06-09 00:00:00,Uber Comfort,Uber Pay,3,2.39,$14.2,Midtown North,1.0,16
26405,2024-06-09 00:00:00,UberX,Uber Pay,2,14.38,$47.5,Hudson Sq,1.0,16
26406,2024-06-09 00:00:00,Uber Black,Uber Pay,2,4.01,$16.0,East Harlem North,1.0,16
26407,2024-06-09 00:00:00,UberX,Uber Pay,1,7.88,$23.5,JFK Airport,1.0,16
26408,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.9,$12.3,Penn Station/Madison Sq West,1.0,16
26409,2024-06-09 00:00:00,UberX,Uber Pay,1,1.8,$12.3,Central Park,1.0,16
26410,2024-06-09 00:00:00,UberX,Uber Pay,1,2.9,$15.3,Lincoln Square East,1.0,16
26411,2024-06-09 00:00:00,UberX,Uber Pay,1,3.8,$17.5,Kips Bay,1.0,16
26412,2024-06-09 00:00:00,UberX,Uber Pay,1,4.32,$18.9,Upper West Side South,1.0,16
26413,2024-06-09 00:00:00,UberX,Uber Pay,1,6,$23.0,Upper West Side South,1.0,16
26414,2024-06-09 00:00:00,UberX,Uber Pay,1,1.1,$9.3,Bloomingdale,1.0,16
26415,2024-06-09 00:00:00,UberX,Uber Pay,1,1.7,$11.0,Murray Hill,1.0,16
26416,2024-06-09 00:00:00,UberX,Uber Pay,1,2.8,$13.5,Midtown Center,1.0,16
26417,2024-06-09 00:00:00,UberX,Uber Pay,2,1.57,$9.9,Murray Hill,1.0,16
26418,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$8.0,Murray Hill,1.0,16
26419,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.19,$8.1,Lenox Hill East,1.0,16
26421,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.6,$13.6,Lincoln Square East,1.0,16
26422,2024-06-09 00:00:00,UberX,Uber Pay,1,1.73,$10.5,Midtown North,1.0,16
26423,2024-06-09 00:00:00,UberX,Uber Pay,1,4.7,$21.9,Murray Hill,1.0,16
26426,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.8,$13.6,Upper East Side North,1.0,16
26427,2024-06-09 00:00:00,Uber Black,Uber Pay,5,1.87,$15.3,Lenox Hill East,1.0,16
26428,2024-06-09 00:00:00,UberX,Uber Pay,5,1.9,$11.7,Upper East Side South,1.0,16
26429,2024-06-09 00:00:00,UberX,Uber Pay,1,1.4,$9.3,Gramercy,1.0,16
26433,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,3.22,$17.7,Garment District,1.0,16
26434,2024-06-09 00:00:00,Uber Black,Uber Pay,1,5.99,$22.0,East Harlem South,1.0,16
26436,2024-06-09 00:00:00,UberX,Uber Pay,1,3.39,$15.9,Times Sq/Theatre District,1.0,16
26437,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,16.17,$47.8,Kips Bay,1.0,16
26439,2024-06-09 00:00:00,UberX,Uber Pay,1,6.58,$30.9,UN/Turtle Bay South,1.0,16
26440,2024-06-09 00:00:00,UberX,Uber Pay,1,2.82,$13.7,Greenwich Village South,1.0,16
26441,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.66,$8.5,Gramercy,1.0,16
26442,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.12,$6.5,Times Sq/Theatre District,1.0,16
26443,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.26,$22.1,Williamsburg (North Side),1.0,16
26444,2024-06-09 00:00:00,Uber Green,Uber Pay,2,1.6,$7.5,East Chelsea,1.0,16
26446,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.5,$12.0,East Harlem South,1.0,16
26447,2024-06-09 00:00:00,Uber Green,Uber Pay,1,5,$15.5,JFK Airport,1.0,16
26449,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.4,$10.5,East Harlem South,1.0,16
26450,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.5,$8.0,Midtown East,1.0,16
26453,2024-06-09 00:00:00,UberX,Uber Pay,1,2.3,$10.5,Lenox Hill East,1.0,16
26454,2024-06-09 00:00:00,UberX,Uber Pay,1,1.4,$10.0,East Harlem South,1.0,16
26455,2024-06-09 00:00:00,UberX,Uber Pay,1,2,$10.3,Murray Hill,1.0,16
26456,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.87,$11.7,Central Park,1.0,16
26459,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.06,$11.7,UN/Turtle Bay South,1.0,16
26460,2024-06-09 00:00:00,UberX,Uber Pay,1,4.02,$24.3,Midtown Center,1.0,16
26463,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.95,$14.1,Bloomingdale,1.0,16
26465,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.7,$13.5,Lenox Hill East,1.0,16
26466,2024-06-09 00:00:00,Uber Black,Uber Pay,2,1.1,$7.0,Upper East Side South,1.0,16
26467,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.9,$13.5,Upper East Side South,1.0,16
26468,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.63,$9.0,Clinton East,1.0,16
26471,2024-06-09 00:00:00,UberX,Uber Pay,1,3.33,$15.0,Union Sq,1.0,16
26472,2024-06-09 00:00:00,UberX,Uber Pay,1,1.3,$7.5,East Harlem South,1.0,16
26474,2024-06-09 00:00:00,Uber Black,Uber Pay,3,1.24,$8.7,Midtown Center,1.0,16
26476,2024-06-09 00:00:00,Uber Black,Uber Pay,2,13.58,$42.5,Financial District North,1.0,16
26477,2024-06-09 00:00:00,UberX,Uber Pay,1,1.93,$14.5,UN/Turtle Bay South,1.0,16
26478,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.99,$12.3,Garment District,1.0,15
26479,2024-06-09 00:00:00,UberX,Uber Pay,1,6.31,$32.5,Kips Bay,1.0,16
26483,2024-06-09 00:00:00,UberX,Uber Pay,2,24.54,$86.6,East Chelsea,1.0,16
26484,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2.16,$10.5,Sutton Place/Turtle Bay North,1.0,16
26485,2024-06-09 00:00:00,UberX,Uber Pay,1,1.45,$10.5,Yorkville East,1.0,16
26486,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.53,$14.7,Lenox Hill West,1.0,16
26489,2024-06-09 00:00:00,Uber Green,Uber Pay,1,5.75,$28.8,Kips Bay,1.0,16
26494,2024-06-09 00:00:00,UberX,Uber Pay,1,2,$14.5,Lenox Hill West,1.0,16
26496,2024-06-09 00:00:00,UberX,Uber Pay,1,3,$14.7,East Chelsea,1.0,16
26497,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2.32,$11.2,East Harlem North,1.0,16
26498,2024-06-09 00:00:00,UberX,Uber Pay,1,5.3,$23.1,Upper West Side North,1.0,16
26499,2024-06-09 00:00:00,UberXL,Uber Pay,1,3.1,$15.3,Long Island City/Queens Plaza,1.0,16
26500,2024-06-09 00:00:00,UberXL,Uber Pay,1,3.95,$19.5,Murray Hill,1.0,16
26501,2024-06-09 00:00:00,UberX,Uber Pay,1,5.9,$24.9,Yorkville West,1.0,16
26503,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.8,$12.3,Upper East Side North,1.0,16
26504,2024-06-09 00:00:00,UberX,Uber Pay,1,1.09,$8.6,Lenox Hill West,1.0,16
26505,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.87,$11.5,Upper East Side South,1.0,16
26506,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.3,$9.0,Greenwich Village North,1.0,16
26507,2024-06-09 00:00:00,UberX,Uber Pay,1,7.4,$27.1,TriBeCa/Civic Center,1.0,16
26510,2024-06-09 00:00:00,Uber Black,Uber Pay,1,3.41,$20.8,East Harlem North,1.0,16
26513,2024-06-09 00:00:00,Uber Black,Uber Pay,1,5.51,$24.9,Flatiron,1.0,16
26514,2024-06-09 00:00:00,Uber Green,Uber Pay,2,1.84,$9.5,Upper West Side North,1.0,16
26515,2024-06-09 00:00:00,UberX,Uber Pay,3,2.16,$13.7,Murray Hill,1.0,16
26516,2024-06-09 00:00:00,UberX,Uber Pay,1,2.1,$14.3,UN/Turtle Bay South,1.0,16
26517,2024-06-09 00:00:00,UberXL,Uber Pay,5,2.35,$14.1,Murray Hill,1.0,16
26519,2024-06-09 00:00:00,UberX,Uber Pay,1,1.4,$9.7,Kips Bay,1.0,16
26520,2024-06-09 00:00:00,UberX,Uber Pay,2,1.4,$6.5,Yorkville West,1.0,16
26522,2024-06-09 00:00:00,UberX,Uber Pay,1,1.42,$9.1,UN/Turtle Bay South,1.0,16
26523,2024-06-09 00:00:00,UberX,Uber Pay,1,2.21,$10.0,Kips Bay,1.0,15
26525,2024-06-09 00:00:00,UberX,Uber Pay,1,2.84,$12.0,Kips Bay,1.0,16
26526,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.31,$7.0,Sutton Place/Turtle Bay North,1.0,16
26528,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,14.23,$53.5,Manhattanville,1.0,16
26530,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.45,$9.3,Midtown Center,1.0,16
26531,2024-06-09 00:00:00,UberX,Uber Pay,1,2,$12.7,Murray Hill,1.0,16
26532,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.79,$13.6,Upper West Side South,1.0,16
26533,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.9,$11.1,Union Sq,1.0,16
26534,2024-06-09 00:00:00,UberX,Uber Pay,6,1.3,$6.5,West Village,1.0,16
26535,2024-06-09 00:00:00,UberX,Uber Pay,1,1.3,$9.9,Upper East Side North,1.0,16
26536,2024-06-09 00:00:00,UberX,Uber Pay,1,1.8,$11.1,Midtown North,1.0,16
26537,2024-06-09 00:00:00,Uber Green,Uber Pay,1,8.5,$38.6,Upper East Side North,1.0,16
26538,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,4.54,$20.1,Upper East Side North,1.0,16
26539,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.43,$8.7,Kips Bay,1.0,16
26540,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.54,$14.9,Garment District,1.0,16
26546,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.4,$9.3,Upper West Side South,1.0,16
26547,2024-06-09 00:00:00,UberX,Uber Pay,1,1.3,$9.3,Kips Bay,1.0,16
26548,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.5,$9.8,Kips Bay,1.0,16
26549,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.41,$11.1,Midtown East,1.0,16
26550,2024-06-09 00:00:00,UberX,Uber Pay,1,2.7,$13.9,Kips Bay,1.0,16
26552,2024-06-09 00:00:00,Uber Comfort,Uber Pay,4,1.4,$8.7,Midtown Center,1.0,16
26554,2024-06-09 00:00:00,UberX,Uber Pay,4,9.06,$36.9,LaGuardia Airport,1.0,16
26556,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.46,$8.7,Midtown Center,1.0,16
26557,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.37,$9.0,East Harlem North,1.0,16
26558,2024-06-09 00:00:00,UberX,Uber Pay,1,6.6,$25.0,Kips Bay,1.0,16
26560,2024-06-09 00:00:00,Uber Black,Uber Pay,1,3.46,$14.7,Kips Bay,1.0,15
26561,2024-06-09 00:00:00,UberXL,Uber Pay,1,21.19,$72.3,Hammels/Arverne,1.0,16
26562,2024-06-09 00:00:00,UberX,Uber Pay,1,5.05,$22.5,TriBeCa/Civic Center,1.0,16
26563,2024-06-09 00:00:00,UberX,Uber Pay,1,1.63,$9.8,Midtown East,1.0,16
26564,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.3,$8.1,Upper West Side South,1.0,16
26565,2024-06-09 00:00:00,UberX,Uber Pay,1,5.1,$21.0,Clinton West,1.0,16
26566,2024-06-09 00:00:00,UberXL,Uber Pay,5,2.7,$13.5,Midtown South,1.0,16
26567,2024-06-09 00:00:00,Uber Black,Uber Pay,2,2.9,$15.9,Lenox Hill West,1.0,16
26568,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.1,$14.7,Gramercy,1.0,16
26569,2024-06-09 00:00:00,UberX,Uber Pay,1,3.76,$15.6,Greenwich Village South,1.0,16
26570,2024-06-09 00:00:00,UberX,Uber Pay,1,4.84,$22.3,Gramercy,1.0,16
26571,2024-06-09 00:00:00,UberX,Uber Pay,1,1.1,$11.8,Central Harlem,1.0,16
26572,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.7,$10.4,Upper West Side North,1.0,16
26574,2024-06-09 00:00:00,Uber Green,Uber Pay,5,3.86,$23.6,Lenox Hill West,1.0,16
26575,2024-06-09 00:00:00,UberX,Uber Pay,2,3.59,$15.1,Financial District North,1.0,16
26577,2024-06-09 00:00:00,UberX,Uber Pay,1,1.53,$9.5,Upper East Side South,1.0,16
26578,2024-06-09 00:00:00,UberX,Uber Pay,1,9.7,$36.0,Kips Bay,1.0,16
26580,2024-06-09 00:00:00,UberX,Uber Pay,1,2.78,$19.6,Kips Bay,1.0,16
26581,2024-06-09 00:00:00,UberX,Uber Pay,1,3.68,$15.0,Penn Station/Madison Sq West,1.0,16
26582,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.06,$7.3,Midtown Center,1.0,16
26583,2024-06-09 00:00:00,Uber Comfort,Uber Pay,2,1.1,$8.7,Greenwich Village South,1.0,16
26585,2024-06-09 00:00:00,UberX,Uber Pay,1,1.8,$11.0,Midtown East,1.0,16
26586,2024-06-09 00:00:00,UberX,Uber Pay,1,1.06,$6.7,NV,1.0,15
26587,2024-06-09 00:00:00,UberXL,Uber Pay,1,12.1,$43.0,UN/Turtle Bay South,1.0,16
26588,2024-06-09 00:00:00,UberX,Uber Pay,1,2.07,$10.2,Times Sq/Theatre District,1.0,16
26589,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.1,$7.5,Garment District,1.0,16
26591,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.26,$8.7,Upper East Side South,1.0,16
26594,2024-06-09 00:00:00,UberX,Uber Pay,1,1.4,$9.3,Sutton Place/Turtle Bay North,1.0,16
26597,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.21,$9.3,Penn Station/Madison Sq West,1.0,16
26598,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.66,$18.0,Midtown North,1.0,16
26600,2024-06-09 00:00:00,UberX,Uber Pay,1,1.57,$8.5,Yorkville West,1.0,16
26601,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.16,$10.5,Lenox Hill West,1.0,16
26603,2024-06-09 00:00:00,UberX,Uber Pay,1,1.49,$10.0,Upper West Side North,1.0,16
26604,2024-06-09 00:00:00,Uber Black,Uber Pay,1,8.29,$33.4,Upper East Side South,1.0,16
26605,2024-06-09 00:00:00,Uber Comfort,Uber Pay,5,7.57,$34.5,Murray Hill,1.0,16
26606,2024-06-09 00:00:00,UberX,Uber Pay,1,1.08,$8.7,Upper East Side North,1.0,16
26608,2024-06-09 00:00:00,UberX,Uber Pay,5,5.57,$26.1,Union Sq,1.0,16
26609,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,8.46,$24.5,LaGuardia Airport,1.0,16
26611,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.5,$17.1,Upper East Side South,1.0,16
26612,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2.2,$12.3,Upper West Side South,1.0,16
26613,2024-06-09 00:00:00,UberX,Uber Pay,1,1.8,$12.3,Lincoln Square East,1.0,16
26615,2024-06-09 00:00:00,UberX,Uber Pay,1,3.2,$15.3,Midtown South,1.0,16
26616,2024-06-09 00:00:00,UberX,Uber Pay,1,3.3,$17.9,Flatiron,1.0,16
26618,2024-06-09 00:00:00,UberX,Uber Pay,1,1.66,$9.2,Kips Bay,1.0,16
26620,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.78,$11.5,Central Park,1.0,16
26621,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.3,$11.0,Lenox Hill East,1.0,17
26622,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.3,$12.9,Lincoln Square East,1.0,17
26623,2024-06-09 00:00:00,UberX,Uber Pay,6,1.64,$9.9,Yorkville East,1.0,17
26624,2024-06-09 00:00:00,UberX,Uber Pay,2,1.74,$9.0,Midtown Center,1.0,17
26625,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.8,$10.5,Lenox Hill West,1.0,17
26626,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3,$10.5,Midtown East,1.0,17
26627,2024-06-09 00:00:00,UberX,Uber Pay,1,10.8,$42.4,JFK Airport,1.0,17
26628,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,3.36,$16.2,Upper West Side South,1.0,17
26629,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.3,$7.5,Kips Bay,1.0,17
26631,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.9,$14.1,Midtown Center,1.0,17
26633,2024-06-09 00:00:00,UberXL,Uber Pay,1,6.1,$32.1,West Village,1.0,17
26634,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.9,$9.5,UN/Turtle Bay South,1.0,17
26635,2024-06-09 00:00:00,UberX,Uber Pay,1,12.23,$41.7,Battery Park City,1.0,17
26637,2024-06-09 00:00:00,UberX,Uber Pay,2,1.6,$9.8,Midtown South,1.0,17
26639,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.3,$14.0,UN/Turtle Bay South,1.0,17
26640,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.8,$10.9,NV,1.0,17
26641,2024-06-09 00:00:00,UberX,Uber Pay,2,2.94,$15.9,Midtown Center,1.0,17
26642,2024-06-09 00:00:00,Uber Green,Uber Pay,3,12.31,$44.0,Kips Bay,1.0,17
26643,2024-06-09 00:00:00,UberX,Uber Pay,1,1.5,$9.9,Yorkville West,1.0,17
26647,2024-06-09 00:00:00,UberXL,Uber Pay,5,12.57,$44.2,JFK Airport,1.0,17
26652,2024-06-09 00:00:00,UberX,Uber Pay,1,2.92,$15.5,Midtown Center,1.0,17
26653,2024-06-09 00:00:00,UberX,Uber Pay,1,8.37,$34.0,LaGuardia Airport,1.0,17
26654,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,3.9,$17.1,Midtown Center,1.0,17
26657,2024-06-09 00:00:00,Uber Black,Uber Pay,1,2,$11.1,Sutton Place/Turtle Bay North,1.0,17
26658,2024-06-09 00:00:00,UberX,Uber Pay,1,1.06,$6.9,UN/Turtle Bay South,1.0,17
26660,2024-06-09 00:00:00,UberX,Uber Pay,1,2.58,$13.6,Lincoln Square West,1.0,17
26662,2024-06-09 00:00:00,UberX,Uber Pay,1,1.47,$9.9,Kips Bay,1.0,17
26663,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.32,$8.0,Kips Bay,1.0,17
26664,2024-06-09 00:00:00,UberX,Uber Pay,1,7.03,$29.1,Flatiron,1.0,17
26665,2024-06-09 00:00:00,Uber Green,Uber Pay,1,4.1,$33.5,LaGuardia Airport,1.0,17
26666,2024-06-09 00:00:00,UberX,Uber Pay,2,1.1,$8.7,Lenox Hill East,1.0,17
26668,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.3,$12.9,East Village,1.0,17
26669,2024-06-09 00:00:00,UberX,Uber Pay,1,3.8,$19.2,Times Sq/Theatre District,1.0,17
26670,2024-06-09 00:00:00,Uber Green,Uber Pay,1,4.9,$18.5,Two Bridges/Seward Park,1.0,17
26671,2024-06-09 00:00:00,UberX,Uber Pay,1,3.53,$15.9,Gramercy,1.0,17
26672,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,2.03,$12.3,Gramercy,1.0,17
26673,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.83,$8.5,Upper West Side North,1.0,17
26674,2024-06-09 00:00:00,UberX,Uber Pay,2,3.9,$16.0,Lincoln Square East,1.0,17
26675,2024-06-09 00:00:00,UberX,Uber Pay,1,5.89,$25.0,Upper East Side North,1.0,17
26676,2024-06-09 00:00:00,UberX,Uber Pay,6,16.48,$54.6,JFK Airport,1.0,17
26677,2024-06-09 00:00:00,UberXL,Uber Pay,2,1.92,$10.6,Manhattan Valley,1.0,16
26678,2024-06-09 00:00:00,UberX,Uber Pay,1,4.16,$16.0,Upper West Side North,1.0,17
26680,2024-06-09 00:00:00,UberX,Uber Pay,2,1.2,$6.5,Upper West Side North,1.0,17
26681,2024-06-09 00:00:00,UberX,Uber Pay,1,6.2,$24.2,East Harlem South,1.0,17
26682,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.6,$9.9,Upper East Side South,1.0,17
26685,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.24,$6.5,Flatiron,1.0,17
26687,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2,$11.5,Midtown East,1.0,17
26688,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.1,$7.5,Lenox Hill East,1.0,17
26689,2024-06-09 00:00:00,UberX,Uber Pay,1,1.31,$9.8,Lenox Hill West,1.0,17
26690,2024-06-09 00:00:00,Uber Black,Uber Pay,1,3.5,$15.0,Upper East Side South,1.0,17
26692,2024-06-09 00:00:00,Uber Black,Uber Pay,2,1.78,$10.5,UN/Turtle Bay South,1.0,17
26694,2024-06-09 00:00:00,UberX,Uber Pay,1,3.69,$16.5,Yorkville West,1.0,17
26695,2024-06-09 00:00:00,UberXL,Uber Pay,1,13.64,$41.0,JFK Airport,1.0,17
26696,2024-06-09 00:00:00,UberX,Uber Pay,2,1.8,$11.5,Midtown Center,1.0,17
26697,2024-06-09 00:00:00,Uber Green,Uber Pay,1,2.2,$12.3,Midtown East,1.0,17
26698,2024-06-09 00:00:00,UberX,Uber Pay,1,1.1,$6.9,Upper East Side South,1.0,17
26699,2024-06-09 00:00:00,UberX,Uber Pay,1,4.99,$18.7,UN/Turtle Bay South,1.0,17
26701,2024-06-09 00:00:00,UberX,Uber Pay,2,1.03,$8.1,Midtown South,1.0,17
26702,2024-06-09 00:00:00,UberXL,Uber Pay,2,1.23,$7.5,West Village,1.0,17
26703,2024-06-09 00:00:00,UberX,Uber Pay,1,5.2,$26.0,Lincoln Square East,1.0,17
26704,2024-06-09 00:00:00,UberX,Uber Pay,1,1.83,$10.4,Times Sq/Theatre District,1.0,17
26705,2024-06-09 00:00:00,Uber Black,Uber Pay,1,8,$32.0,Yorkville West,1.0,17
26706,2024-06-09 00:00:00,UberXL,Uber Pay,2,7.86,$35.7,NV,1.0,17
26709,2024-06-09 00:00:00,UberX,Uber Pay,2,1.67,$9.9,Murray Hill,1.0,17
26710,2024-06-09 00:00:00,Uber Black,Uber Pay,2,1.87,$10.4,Upper East Side North,1.0,17
26711,2024-06-09 00:00:00,UberXL,Uber Pay,2,3.28,$16.5,Sutton Place/Turtle Bay North,1.0,17
26712,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.3,$8.7,East Harlem South,1.0,17
26713,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.77,$11.1,Lenox Hill East,1.0,17
26714,2024-06-09 00:00:00,UberX,Uber Pay,1,3.1,$14.1,Upper East Side North,1.0,17
26716,2024-06-09 00:00:00,UberX,Uber Pay,1,1.64,$7.5,Union Sq,1.0,17
26717,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.4,$9.3,Upper East Side South,1.0,17
26718,2024-06-09 00:00:00,Uber Black,Uber Pay,1,7.4,$35.0,Lenox Hill East,1.0,17
26719,2024-06-09 00:00:00,UberX,Uber Pay,1,2.15,$10.9,Upper East Side South,1.0,17
26720,2024-06-09 00:00:00,Uber Black,Uber Pay,1,1.06,$7.0,Upper East Side North,1.0,17
26721,2024-06-09 00:00:00,UberXL,Uber Pay,2,7.7,$29.1,LaGuardia Airport,1.0,17
26726,2024-06-09 00:00:00,UberX,Uber Pay,1,1.51,$8.7,Midtown East,1.0,17
26727,2024-06-09 00:00:00,UberX,Uber Pay,1,3.11,$16.5,Lenox Hill East,1.0,17
26728,2024-06-09 00:00:00,UberXL,Uber Pay,2,2.93,$15.9,Upper East Side South,1.0,17
26729,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.77,$9.2,Clinton East,1.0,17
26731,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.3,$15.5,Penn Station/Madison Sq West,1.0,17
26732,2024-06-09 00:00:00,Uber Green,Uber Pay,1,1.5,$10.5,West Village,1.0,17
26733,2024-06-09 00:00:00,Uber Black,Uber Pay,2,4.7,$22.5,East Harlem South,1.0,17
26735,2024-06-09 00:00:00,UberX,Uber Pay,1,11.14,$46.6,Park Slope,1.0,17
26736,2024-06-09 00:00:00,UberX,Uber Pay,1,2.23,$14.7,Manhattan Valley,1.0,17
26737,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.62,$15.5,Kips Bay,1.0,17
26740,2024-06-09 00:00:00,UberX,Uber Pay,1,2.6,$17.3,Kips Bay,1.0,17
26742,2024-06-09 00:00:00,UberXL,Uber Pay,1,4.7,$19.5,Lenox Hill East,1.0,17
26744,2024-06-09 00:00:00,UberX,Uber Pay,1,4.73,$20.7,Flatiron,1.0,17
26747,2024-06-09 00:00:00,UberX,Uber Pay,2,4.2,$19.5,SoHo,1.0,17
26748,2024-06-09 00:00:00,UberX,Uber Pay,1,1.64,$9.9,Sutton Place/Turtle Bay North,1.0,17
26749,2024-06-09 00:00:00,Uber Green,Uber Pay,1,5.8,$21.0,Lenox Hill East,1.0,17
26750,2024-06-09 00:00:00,UberX,Uber Pay,1,2.2,$13.5,Clinton West,1.0,17
26751,2024-06-09 00:00:00,Uber Green,Uber Pay,1,3.8,$17.7,Lenox Hill East,1.0,17
26755,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.1,$6.0,Upper East Side North,1.0,17
26756,2024-06-09 00:00:00,UberXL,Uber Pay,1,1.8,$11.7,Kips Bay,1.0,17
26757,2024-06-09 00:00:00,Uber Green,Uber Pay,2,1.42,$7.5,Lincoln Square East,1.0,17
26758,2024-06-09 00:00:00,Uber Green,Uber Pay,1,6.85,$28.7,Central Park,1.0,17
26759,2024-06-09 00:00:00,UberX,Uber Pay,1,1.4,$7.5,Gramercy,1.0,17
26761,2024-06-09 00:00:00,UberX,Uber Pay,1,3.6,$16.2,Lenox Hill East,1.0,17
26763,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.66,$10.5,Morningside Heights,1.0,17
26764,2024-06-09 00:00:00,UberXL,Uber Pay,1,2.44,$10.0,West Chelsea/Hudson Yards,1.0,17
26766,2024-06-09 00:00:00,Uber Green,Uber Pay,3,12.25,$41.8,JFK Airport,1.0,17
26767,2024-06-09 00:00:00,UberX,Uber Pay,2,1.4,$10.5,Upper East Side South,1.0,17
26768,2024-06-09 00:00:00,UberX,Uber Pay,2,1.36,$8.5,Lenox Hill East,1.0,17
26769,2024-06-09 00:00:00,Uber Green,Uber Pay,1,5.61,$27.9,Yorkville East,1.0,17
26770,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,6.82,$29.1,Washington Heights South,1.0,17
26771,2024-06-09 00:00:00,UberX,Uber Pay,1,2.61,$14.7,Midtown Center,1.0,17
26772,2024-06-09 00:00:00,Uber Comfort,Uber Pay,1,1.03,$6.9,Lenox Hill East,1.0,17
26775,2024-06-09 00:00:00,UberX,Uber Pay,5,6.44,$22.5,Washington Heights South,1.0,17
26776,2024-06-09 00:00:00,UberXL,Uber Pay,3,3.8,$20.7,Lenox Hill West,1.0,17
